7265384.16 372131.06 81
7265505.77 372106.32 80
7265630.59 372086.17 84
7265755.74 372064.76 78
7265880.06 372049.93 77
7266000.97 372031.24 79
7266124.73 372014.17 77
7266249.32 371989.66 75
7266371.01 371970.31 73
7266496.86 371952.27 72
7266617.43 371927.83 72
7266743.45 371915.26 68
7266865.83 371895.08 67
7266987.61 371872.03 65
7267111.36 371857.24 64
7267238.77 371840.24 66
7267360.72 371809.20 61
7267480.02 371790.54 60
7267607.99 371777.52 60
7267731.21 371755.60 58
7267853.90 371736.28 55
7267977.14 371718.56 55
7268102.00 371696.31 53
7268223.95 371679.11 52
7268349.38 371660.44 50
7268472.71 371642.75 49
7268594.42 371620.41 49
7268719.54 371599.72 46
7268839.58 371580.00 44
7268962.66 371562.90 44
7269089.75 371538.47 42
7269209.22 371517.70 39
7269334.09 371502.51 37
7269456.49 371476.79 35
7269580.57 371466.06 34
7269703.73 371444.31 34
7269829.85 371423.10 32
7269952.87 371402.19 30
7270076.97 371383.84 28
7270197.65 371363.62 29
7270324.33 371346.32 28
7270447.48 371324.33 29
7270571.74 371308.97 29
7270693.92 371288.63 29
7270817.82 371264.11 28
7270938.84 371245.64 29
7271062.21 371231.18 27
7271186.69 371207.58 26
7271311.00 371192.17 24
7271434.45 371167.96 21
7271555.82 371149.88 20
7271681.96 371137.20 17
7271804.41 371114.06 15
7271544.88 370145.17 18
7271420.95 370158.37 23
7271299.25 370179.41 26
7271172.58 370199.03 27
7271048.46 370220.22 32
7270926.01 370231.08 29
7270804.88 370256.92 31
7270679.41 370275.99 34
7270555.66 370291.74 32
7270431.09 370314.35 30
7270307.54 370334.67 37
7270062.25 370379.45 25
7269940.03 370392.40 25
7269815.74 370416.21 28
7269690.98 370438.36 28
7269570.74 370454.43 31
7269445.76 370473.16 34
7269321.78 370496.55 36
7269197.42 370514.26 38
7269074.05 370532.26 39
7268952.46 370553.45 40
7268828.51 370574.01 42
7268703.02 370595.32 43
7268583.01 370614.42 47
7268460.81 370637.46 48
7268333.99 370644.49 51
7268209.83 370669.07 52
7268088.21 370686.27 53
7267962.17 370706.64 56
7267839.88 370727.14 56
7267716.35 370741.65 58
7267595.74 370768.00 58
7267468.74 370782.18 60
7267345.03 370802.44 62
7267224.49 370823.09 62
7267098.44 370842.38 63
7266976.89 370860.19 66
7266851.06 370877.96 69
7266728.78 370900.22 66
7266605.05 370927.96 70
7266482.14 370936.84 73
7266357.42 370958.99 72
7266237.02 370980.25 77
7266111.43 371000.42 76
7265987.50 371018.47 71
7265866.02 371039.26 69
7265740.88 371057.14 71
7265618.59 371078.62 72
7265491.92 371089.72 74
7265372.04 371112.63 80
7265248.20 371138.92 82
7265123.28 371156.95 87
7265001.25 371177.72 83
7264877.85 371194.55 85
7264751.69 371216.20 84
7264630.14 371232.32 88
7264508.16 371253.44 93
7264381.92 371276.27 94
7264257.90 371294.58 103
7264137.93 371312.93 98
7264014.04 371334.45 104
7263890.58 371350.80 100
7263764.33 371375.90 100
7263641.18 371390.59 101
7263519.44 371408.23 102
7263397.50 371429.04 105
7263273.12 371453.64 104
7263148.58 371475.11 107
7263024.38 371490.14 109
7262902.69 371504.76 109
7262779.56 371529.37 114
7262653.24 371549.44 112
7262531.55 371564.56 114
7262407.14 371584.10 116
7262285.74 371603.31 117
7262158.85 371623.95 119
7262038.40 371644.89 120
7261913.18 371664.89 120
7261790.80 371682.80 123
7261668.54 371705.10 122
7261542.61 371724.20 125
7261419.32 371744.09 126
7261297.14 371763.73 128
7261172.15 371789.12 127
7261050.31 371808.05 128
7260929.11 371826.92 131
7260801.75 371844.26 133
7260678.21 371858.35 133
7260555.00 371880.63 132
7260432.49 371900.87 134
7260308.80 371925.02 135
7260185.54 371939.14 135
7260063.84 371957.05 139
7259936.46 371975.00 139
7259815.24 371996.44 140
7259694.08 372017.44 140
7259569.77 372039.11 142
7259444.33 372056.36 143
7259323.33 372077.58 143
7259197.57 372094.59 147
7259075.98 372110.52 147
7258953.17 372134.52 147
7258825.45 372155.85 149
7258706.10 372172.35 150
7258579.74 372192.06 151
7258457.33 372207.43 151
7258331.01 372223.43 150
7258211.31 372247.46 160
7258084.14 372267.82 151
7257790.68 371304.10 153
7257915.15 371280.19 150
7258039.60 371259.42 151
7258160.86 371243.32 150
7258289.80 371232.75 150
7258411.65 371215.16 152
7258535.48 371188.27 149
7258656.59 371171.04 148
7258780.25 371152.43 148
7258905.53 371129.68 147
7259029.42 371109.14 149
7259149.55 371092.95 144
7259272.33 371069.57 143
7259396.69 371052.85 143
7259522.30 371032.56 140
7259643.85 371009.98 141
7259765.55 370982.09 141
7259889.70 370966.93 138
7260014.79 370949.65 136
7260136.15 370925.16 136
7260262.82 370907.94 132
7260385.99 370889.55 134
7260507.98 370869.55 133
7260633.29 370857.69 130
7260754.63 370835.96 128
7260880.22 370816.82 129
7261004.05 370800.45 126
7261125.38 370776.57 126
7261250.76 370755.66 125
7261374.80 370741.45 123
7261496.04 370719.67 125
7261620.30 370695.54 124
7261744.73 370678.09 121
7261869.03 370662.80 120
7261990.83 370638.30 119
7262112.63 370622.11 118
7262236.41 370601.10 118
7262359.69 370583.47 117
7262485.53 370565.91 114
7262609.99 370543.67 112
7262733.22 370522.02 111
7262856.77 370505.00 110
7262976.14 370478.46 110
7263101.10 370463.29 107
7263227.30 370446.73 102
7263350.06 370421.78 101
7263473.00 370405.54 100
7263595.37 370384.86 105
7263718.52 370367.09 101
7263842.66 370355.43 102
7263964.44 370326.34 98
7264091.48 370309.77 100
7264214.96 370288.55 95
7264335.89 370262.95 94
7264461.13 370251.23 91
7264584.63 370233.58 87
7264705.88 370216.36 86
7264829.24 370193.86 85
7264952.50 370170.80 89
7265076.01 370154.22 80
7265200.87 370135.70 79
7265322.58 370110.31 80
7265447.82 370093.30 73
7265568.96 370072.91 75
7265696.23 370053.06 80
7265818.69 370037.93 75
7265942.82 370014.16 68
7266063.49 369984.04 80
7266186.65 369972.08 74
7266314.73 369960.80 71
7266435.59 369937.32 66
7266560.62 369914.36 64
7266682.37 369889.93 68
7266806.98 369877.50 62
7266928.15 369861.87 62
7267054.56 369835.64 63
7267177.55 369818.88 60
7267297.34 369795.50 64
7267423.12 369778.26 59
7267547.66 369759.66 59
7267671.93 369742.20 58
7267793.36 369730.46 56
7267917.71 369701.86 53
7268041.65 369682.62 51
7268166.31 369670.36 51
7268286.14 369644.55 50
7268409.43 369623.57 47
7268535.08 369599.69 45
7268657.85 369584.65 43
7268781.46 369562.50 42
7268902.54 369539.33 41
7269027.49 369528.84 39
7269149.66 369508.28 35
7269275.58 369481.23 34
7269400.45 369463.46 34
7269520.57 369448.62 31
7269645.61 369431.92 28
7269768.36 369406.01 26
7269872.84 369380.79 22
7269998.51 369378.07 14
7270123.47 369353.87 22
7270245.42 369333.74 29
7270369.28 369320.57 23
7270492.48 369296.06 22
7270616.86 369277.72 26
7270741.14 369253.14 26
7270863.91 369233.17 25
7270987.91 369212.81 31
7271110.26 369196.27 26
7271235.07 369173.93 23
7271358.93 369154.71 19
7271479.87 369128.58 16
7271602.46 369115.32 14
7271566.07 368116.28 11
7271475.46 368120.91 14
7271356.00 368148.43 16
7271229.90 368168.34 19
7271104.65 368183.69 22
7270982.32 368201.89 25
7270862.06 368228.45 25
7270736.67 368245.03 29
7270612.00 368259.84 30
7270489.21 368281.58 24
7270367.02 368300.82 22
7270240.06 368313.34 24
7270116.87 368338.69 27
7269995.27 368357.49 30
7269870.02 368375.93 14
7269747.84 368395.81 22
7269625.11 368420.39 27
7269499.94 368437.46 29
7269376.10 368456.75 29
7269253.32 368484.15 33
7269130.47 368501.95 34
7269008.16 368519.01 35
7268882.87 368536.25 39
7268761.75 368551.61 41
7268638.55 368572.93 41
7268515.42 368594.51 42
7268388.70 368618.91 47
7268268.78 368635.67 47
7268144.21 368654.41 50
7268022.16 368676.77 50
7267896.49 368697.64 52
7267775.19 368714.21 55
7267651.14 368732.90 56
7267525.90 368753.03 56
7267404.69 368772.20 60
7267279.88 368786.81 60
7267154.86 368807.81 64
7267030.52 368823.77 64
7266910.20 368845.46 63
7266783.75 368866.97 62
7266663.19 368887.90 64
7266538.38 368911.93 66
7266412.68 368928.34 72
7266291.28 368945.18 68
7266169.46 368965.96 66
7266042.27 368985.80 68
7265920.08 369002.51 72
7265796.79 369024.65 77
7265672.58 369045.37 67
7265552.54 369063.82 79
7265425.50 369086.94 73
7265304.64 369106.21 78
7265178.55 369120.97 77
7265055.23 369140.76 81
7264934.78 369159.77 83
7264809.07 369181.23 89
7264686.09 369194.94 85
7264561.56 369217.60 87
7264439.30 369236.30 86
7264313.95 369260.33 94
7264190.90 369281.62 93
7264070.14 369301.99 96
7263945.63 369317.64 97
7263819.51 369332.91 101
7263697.23 369362.04 102
7263573.70 369376.89 101
7263452.94 369391.03 106
7263329.59 369418.61 104
7263204.18 369440.18 101
7263082.19 369456.29 103
7262956.94 369481.76 106
7262832.93 369498.58 107
7262708.89 369510.32 108
7262585.09 369530.68 110
7262466.26 369554.52 112
7262341.39 369575.28 112
7262216.59 369590.28 115
7262093.34 369598.04 117
7261970.63 369634.72 117
7261845.55 369648.01 118
7261722.13 369672.52 118
7261598.55 369690.11 120
7261477.94 369713.07 125
7261352.54 369723.80 124
7261227.01 369743.88 124
7261107.35 369766.62 125
7260983.12 369785.88 125
7260858.81 369810.03 128
7260737.59 369825.38 130
7260611.15 369843.49 131
7260489.44 369865.51 133
7260363.37 369881.30 132
7260242.02 369902.37 133
7260116.14 369923.23 135
7259994.06 369941.24 137
7259868.62 369960.70 137
7259745.69 369979.27 139
7259622.17 369997.12 138
7259502.96 370022.48 140
7259378.42 370034.92 141
7259253.98 370058.20 143
7259128.96 370074.98 144
7259008.88 370099.08 146
7258882.53 370124.01 145
7258759.64 370142.00 147
7258636.25 370160.44 148
7258511.34 370179.39 149
7258389.49 370195.84 153
7258266.54 370217.05 150
7258140.80 370231.84 153
7258019.24 370256.01 157
7257897.68 370273.62 153
7257772.53 370294.69 153
7257477.80 369321.59 155
7257604.39 369304.58 156
7257727.51 369286.96 155
7257850.72 369267.11 156
7257974.80 369245.95 154
7258099.81 369228.64 153
7258222.21 369210.47 153
7258345.36 369190.82 151
7258468.19 369173.93 151
7258593.46 369153.15 149
7258716.46 369133.39 148
7258839.37 369111.96 149
7258962.91 369099.43 149
7259088.47 369080.47 148
7259211.77 369056.54 146
7259334.78 369040.64 146
7259455.31 369017.50 144
7259579.10 368999.58 143
7259704.69 368978.74 142
7259828.59 368953.59 140
7259949.55 368934.32 139
7260074.04 368920.51 138
7260196.14 368900.55 137
7260319.59 368877.78 137
7260442.24 368860.75 132
7260568.98 368839.55 131
7260688.60 368816.88 133
7260812.68 368795.68 130
7260937.14 368779.49 128
7261063.38 368767.57 125
7261182.99 368737.76 125
7261307.68 368708.43 124
7261431.68 368700.12 124
7261555.93 368680.74 121
7261677.61 368663.74 119
7261801.10 368641.35 118
7261924.26 368623.60 117
7262051.57 368606.77 115
7262172.20 368585.69 111
7262296.84 368568.18 111
7262419.95 368546.60 111
7262542.83 368525.90 107
7262666.98 368512.00 107
7262790.33 368489.94 104
7262913.86 368468.76 102
7263037.27 368451.91 102
7263162.64 368431.40 99
7263283.12 368409.32 104
7263405.85 368387.05 101
7263530.55 368365.90 101
7263654.75 368347.98 96
7263774.80 368326.13 94
7263899.46 368307.85 92
7264024.67 368282.61 92
7264145.30 368263.75 90
7264270.19 368257.83 89
7264395.23 368230.84 85
7264516.57 368216.25 86
7264643.44 368201.67 83
7264768.14 368180.47 79
7264887.04 368153.29 79
7265010.86 368131.27 78
7265135.81 368119.53 73
7265258.71 368101.77 80
7265383.42 368078.02 71
7265505.17 368055.67 79
7265632.49 368040.46 74
7265753.10 368024.34 73
7265875.61 368006.16 74
7265998.70 367982.30 70
7266123.44 367963.95 67
7266246.98 367944.31 70
7266369.67 367920.11 70
7266494.21 367898.92 66
7266616.43 367886.50 64
7266739.75 367863.87 63
7266862.10 367828.43 65
7266988.38 367822.63 63
7267110.97 367806.30 62
7267235.22 367774.93 57
7267354.38 367752.93 57
7267480.54 367746.23 56
7267602.79 367721.42 55
7267728.00 367713.42 54
7267850.38 367685.89 52
7267974.15 367663.47 47
7268097.10 367649.16 46
7268224.89 367631.25 46
7268346.24 367617.12 44
7268470.15 367594.22 41
7268589.81 367563.77 39
7268715.51 367545.09 37
7268838.80 367530.91 37
7268961.08 367511.12 36
7269085.85 367489.78 32
7269209.89 367471.64 30
7269329.92 367443.14 30
7269456.19 367434.49 27
7269579.83 367412.96 23
7269702.57 367388.44 17
7269825.49 367375.23 14
7269949.23 367350.23 22
7270072.54 367335.04 25
7270197.47 367316.58 30
7270319.39 367294.73 26
7270444.29 367276.49 29
7270567.33 367255.85 26
7270691.91 367241.33 25
7270816.53 367223.42 23
7270937.16 367200.43 21
7271060.72 367179.88 20
7271183.89 367158.33 15
7271309.13 367140.74 13
7271016.31 366169.16 8
7270916.29 366184.82 10
7270791.56 366211.77 12
7270667.78 366231.27 18
7270544.83 366251.64 21
7270422.43 366267.44 21
7270298.81 366285.78 26
7270174.37 366306.56 27
7270052.08 366326.98 22
7269929.48 366349.85 24
7269804.69 366362.42 21
7269680.01 366390.93 23
7269557.02 366411.44 22
7269434.19 366425.88 19
7269309.97 366445.53 23
7269187.92 366461.06 25
7269064.21 366484.56 26
7268941.06 366499.84 30
7268817.36 366528.94 33
7268692.24 366541.34 34
7268570.90 366558.53 35
7268445.04 366580.77 37
7268322.90 366599.73 39
7268200.75 366621.72 41
7268074.40 366640.13 43
7267953.95 366658.85 44
7267828.64 366680.29 46
7267705.81 366698.63 47
7267582.50 366721.90 51
7267458.06 366730.94 53
7267334.95 366759.88 54
7267209.88 366779.35 55
7267086.67 366791.31 57
7266962.95 366814.09 61
7266842.92 366838.20 59
7266719.68 366858.73 61
7266594.39 366879.76 63
7266472.47 366898.17 67
7266345.15 366916.62 67
7266223.62 366936.96 67
7266101.36 366954.02 70
7265975.01 366971.03 71
7265853.47 366988.70 70
7265728.87 367012.83 69
7265607.51 367031.13 68
7265480.99 367046.90 72
7265360.32 367071.51 74
7265235.69 367092.70 77
7265113.05 367111.72 79
7264990.40 367131.63 83
7264863.87 367148.05 75
7264742.89 367167.96 78
7264619.79 367186.06 83
7264496.99 367208.93 84
7264373.17 367224.01 82
7264246.31 367246.49 84
7264124.54 367259.76 88
7263998.96 367283.75 89
7263879.28 367304.47 91
7263755.49 367325.45 92
7263632.21 367343.17 97
7263507.89 367357.87 95
7263381.73 367382.79 97
7263260.23 367402.58 98
